time, Azimuth, channel 5 distance, channel5 X, channel5 Y, channel5 Z, error
0.193276, 357.056667, 6.020000, -0.309117, 6.012058, 0.000000, 0.012058
0.193619, 357.156667, 6.024000, -0.298821, 6.016584, 0.000000, 0.016584
0.193893, 357.256667, 6.020000, -0.288129, 6.013101, 0.000000, 0.013101
0.194168, 357.356667, 6.024000, -0.277818, 6.017590, 0.000000, 0.017590
0.194430, 357.455000, 6.020000, -0.267312, 6.014062, 0.000000, 0.014062
0.194689, 357.546667, 6.020000, -0.257690, 6.014482, 0.000000, 0.014482
0.194960, 357.646667, 6.024000, -0.247357, 6.018919, 0.000000, 0.018919
0.195249, 357.746667, 6.020000, -0.236694, 6.015345, 0.000000, 0.015345
0.195506, 357.846667, 6.016000, -0.226045, 6.011752, 0.000000, 0.011752
0.195779, 357.946667, 6.016000, -0.215552, 6.012137, 0.000000, 0.012137
0.196328, 358.046667, 6.016000, -0.205058, 6.012504, 0.000000, 0.012504
0.196594, 358.146667, 6.016000, -0.194564, 6.012853, 0.000000, 0.012853
0.198042, 358.246667, 6.016000, -0.184070, 6.013183, 0.000000, 0.013183
0.198335, 358.346667, 6.016000, -0.173574, 6.013495, 0.000000, 0.013495
0.198613, 358.446667, 6.012000, -0.162970, 6.009791, 0.000000, 0.009791
0.198879, 358.646667, 6.016000, -0.142085, 6.014322, 0.000000, 0.014322
0.199148, 358.746667, 6.024000, -0.131763, 6.022559, 0.000000, 0.022559
0.199400, 358.846667, 6.016000, -0.121091, 6.014781, 0.000000, 0.014781
0.199664, 358.946667, 6.016000, -0.110593, 6.014983, 0.000000, 0.014983
0.199915, 359.046667, 6.012000, -0.100028, 6.011168, 0.000000, 0.011168
0.200169, 359.146667, 6.016000, -0.089596, 6.015333, 0.000000, 0.015333
0.200435, 359.246667, 6.016000, -0.079097, 6.015480, 0.000000, 0.015480
0.200704, 359.346667, 6.016000, -0.068598, 6.015609, 0.000000, 0.015609
0.201931, 0.645000, 6.016000, 0.067723, 6.015619, 0.000000, 0.015619
0.202191, 0.736667, 6.012000, 0.077296, 6.011503, 0.000000, 0.011503
0.202460, 0.836667, 6.012000, 0.087788, 6.011359, 0.000000, 0.011359
0.202711, 0.936667, 6.012000, 0.098279, 6.011197, 0.000000, 0.011197
0.202963, 1.036667, 6.012000, 0.108771, 6.011016, 0.000000, 0.011016
0.203211, 1.136667, 6.012000, 0.119262, 6.010817, 0.000000, 0.010817
0.203459, 1.236667, 6.016000, 0.129839, 6.014599, 0.000000, 0.014599
0.203720, 1.336667, 6.008000, 0.140149, 6.006365, 0.000000, 0.006365
0.203983, 1.436667, 6.012000, 0.150732, 6.010110, 0.000000, 0.010110
0.204232, 1.536667, 6.016000, 0.161329, 6.013836, 0.000000, 0.013836
0.204516, 1.636667, 6.016000, 0.171825, 6.013546, 0.000000, 0.013546
0.204777, 1.736667, 6.016000, 0.182320, 6.013237, 0.000000, 0.013237
0.206011, 1.836667, 6.020000, 0.192943, 6.016907, 0.000000, 0.016907
0.206283, 1.936667, 6.016000, 0.203309, 6.012564, 0.000000, 0.012564
0.206540, 2.035000, 6.012000, 0.213486, 6.008208, 0.000000, 0.008208
0.206808, 2.126667, 6.020000, 0.223395, 6.015854, 0.000000, 0.015854
0.207133, 2.226667, 6.016000, 0.233739, 6.011458, 0.000000, 0.011458
0.207433, 2.326667, 6.016000, 0.244231, 6.011040, 0.000000, 0.011040
0.207707, 2.426667, 6.016000, 0.254721, 6.010605, 0.000000, 0.010605
0.207980, 2.526667, 6.016000, 0.265212, 6.010151, 0.000000, 0.010151
0.208235, 2.626667, 6.016000, 0.275701, 6.009679, 0.000000, 0.009679
0.208498, 2.726667, 6.020000, 0.286380, 6.013184, 0.000000, 0.013184
0.208768, 2.826667, 6.020000, 0.296874, 6.012675, 0.000000, 0.012675
0.209032, 2.926667, 6.016000, 0.307163, 6.008153, 0.000000, 0.008153
0.392234, 357.076667, 6.020000, -0.307018, 6.012166, 0.000000, 0.012166
0.392564, 357.176667, 6.020000, -0.296524, 6.012693, 0.000000, 0.012693
0.392827, 357.276667, 6.016000, -0.285840, 6.009206, 0.000000, 0.009206
0.393083, 357.376667, 6.016000, -0.275351, 6.009695, 0.000000, 0.009695
0.393340, 357.475000, 6.004000, -0.264508, 5.998171, 0.000000, -0.001829
0.393600, 357.565000, 6.000000, -0.254916, 5.994582, 0.000000, -0.005418
0.394804, 357.666667, 6.012000, -0.244767, 6.007015, 0.000000, 0.007015
0.395075, 357.766667, 6.012000, -0.234283, 6.007433, 0.000000, 0.007433
0.395330, 357.866667, 6.016000, -0.223946, 6.011830, 0.000000, 0.011830
0.395590, 357.966667, 6.020000, -0.213595, 6.016210, 0.000000, 0.016210
0.395878, 358.066667, 6.012000, -0.202825, 6.008578, 0.000000, 0.008578
0.396163, 358.166667, 6.012000, -0.192337, 6.008923, 0.000000, 0.008923
0.396415, 358.266667, 6.016000, -0.181971, 6.013247, 0.000000, 0.013247
0.396680, 358.366667, 6.008000, -0.171247, 6.005559, 0.000000, 0.005559
0.396931, 358.466667, 6.020000, -0.161086, 6.017844, 0.000000, 0.017844
0.397195, 358.666667, 6.008000, -0.139800, 6.006373, 0.000000, 0.006373
0.397461, 358.766667, 6.008000, -0.129317, 6.006608, 0.000000, 0.006608
0.398712, 358.866667, 6.012000, -0.118912, 6.010824, 0.000000, 0.010824
0.398994, 358.966667, 6.012000, -0.108421, 6.011022, 0.000000, 0.011022
0.399251, 359.066667, 6.012000, -0.097930, 6.011202, 0.000000, 0.011202
0.399518, 359.166667, 6.012000, -0.087438, 6.011364, 0.000000, 0.011364
0.399784, 359.266667, 6.012000, -0.076946, 6.011508, 0.000000, 0.011508
0.400052, 359.366667, 6.008000, -0.066410, 6.007633, 0.000000, 0.007633
0.400304, 359.466667, 6.008000, -0.055924, 6.007740, 0.000000, 0.007740
0.400567, 359.566667, 6.008000, -0.045439, 6.007828, 0.000000, 0.007828
0.400842, 359.666667, 6.012000, -0.034976, 6.011898, 0.000000, 0.011898
0.401146, 359.766667, 6.012000, -0.024483, 6.011950, 0.000000, 0.011950
0.401474, 359.865000, 6.004000, -0.014147, 6.003983, 0.000000, 0.003983
0.401771, 359.955000, 6.008000, -0.004719, 6.007998, 0.000000, 0.007998
0.403087, 0.065000, 6.008000, 0.006816, 6.007996, 0.000000, 0.007996
0.403358, 0.158333, 6.012000, 0.016614, 6.011977, 0.000000, 0.011977
0.403619, 0.266667, 6.008000, 0.027962, 6.007935, 0.000000, 0.007935
0.403877, 0.366667, 6.012000, 0.038474, 6.011877, 0.000000, 0.011877
0.404131, 0.465000, 6.020000, 0.048856, 6.019802, 0.000000, 0.019802
0.404380, 0.556667, 6.012000, 0.058410, 6.011716, 0.000000, 0.011716
0.404632, 0.656667, 6.008000, 0.068856, 6.007605, 0.000000, 0.007605
0.404883, 0.756667, 6.016000, 0.079447, 6.015475, 0.000000, 0.015475
0.405159, 0.856667, 6.012000, 0.089886, 6.011328, 0.000000, 0.011328
0.405408, 0.956667, 6.016000, 0.100444, 6.015161, 0.000000, 0.015161
0.405660, 1.056667, 6.016000, 0.110943, 6.014977, 0.000000, 0.014977
0.405916, 1.156667, 6.008000, 0.121279, 6.006776, 0.000000, 0.006776
0.407125, 2.446667, 6.020000, 0.256990, 6.014512, 0.000000, 0.014512
0.407386, 2.546667, 6.020000, 0.267487, 6.014054, 0.000000, 0.014054
0.407638, 2.646667, 6.016000, 0.277799, 6.009583, 0.000000, 0.009583
0.407887, 2.746667, 6.016000, 0.288287, 6.009089, 0.000000, 0.009089
0.408137, 2.846667, 6.020000, 0.298973, 6.012571, 0.000000, 0.012571
0.408384, 2.945000, 6.024000, 0.309497, 6.016044, 0.000000, 0.016044
0.593956, 357.066667, 6.012000, -0.307658, 6.004123, 0.000000, 0.004123
0.594281, 357.166667, 6.004000, -0.296783, 5.996660, 0.000000, -0.003340
0.594573, 357.266667, 6.004000, -0.286316, 5.997169, 0.000000, -0.002831
0.594850, 357.366667, 6.020000, -0.276584, 6.013643, 0.000000, 0.013643
0.595146, 357.465000, 6.016000, -0.266086, 6.010113, 0.000000, 0.010113
0.595421, 357.556667, 6.016000, -0.256470, 6.010531, 0.000000, 0.010531
0.595706, 357.656667, 6.020000, -0.246143, 6.014966, 0.000000, 0.014966
0.595975, 357.756667, 6.016000, -0.235488, 6.011389, 0.000000, 0.011389
0.596244, 357.856667, 6.012000, -0.224846, 6.007794, 0.000000, 0.007794
0.596516, 357.956667, 6.012000, -0.214360, 6.008177, 0.000000, 0.008177
0.596778, 358.056667, 6.016000, -0.204009, 6.012540, 0.000000, 0.012540
0.597043, 358.156667, 6.016000, -0.193515, 6.012887, 0.000000, 0.012887
0.598299, 0.646667, 6.008000, 0.067808, 6.007617, 0.000000, 0.007617
0.598562, 0.746667, 6.008000, 0.078293, 6.007490, 0.000000, 0.007490
0.598829, 0.846667, 6.008000, 0.088778, 6.007344, 0.000000, 0.007344
0.599109, 0.946667, 6.012000, 0.099328, 6.011179, 0.000000, 0.011179
0.599363, 1.046667, 6.008000, 0.109747, 6.006998, 0.000000, 0.006998
0.599628, 1.146667, 6.016000, 0.120391, 6.014795, 0.000000, 0.014795
0.599881, 1.245000, 6.012000, 0.130627, 6.010581, 0.000000, 0.010581
0.600178, 1.336667, 6.004000, 0.140056, 6.002366, 0.000000, 0.002366
0.600464, 1.436667, 6.008000, 0.150632, 6.006111, 0.000000, 0.006111
0.600720, 1.536667, 6.020000, 0.161436, 6.017835, 0.000000, 0.017835
0.601048, 1.636667, 6.016000, 0.171825, 6.013546, 0.000000, 0.013546
0.601354, 1.736667, 6.016000, 0.182320, 6.013237, 0.000000, 0.013237
0.602643, 1.836667, 6.016000, 0.192815, 6.012909, 0.000000, 0.012909
0.602931, 1.936667, 6.016000, 0.203309, 6.012564, 0.000000, 0.012564
0.603222, 2.036667, 6.020000, 0.213945, 6.016197, 0.000000, 0.016197
0.603503, 2.136667, 6.016000, 0.224296, 6.011817, 0.000000, 0.011817
